Time	Entity	Frame	SF	Slot	nodeId	RNTI	bwpId	Harq ID	K1 Delay
0.403071	DL DCI Rxed	40	3	0	2	1	0	15	2
0.404071	DL DCI Rxed	40	4	0	2	1	0	14	2
0.405071	DL DCI Rxed	40	5	0	2	1	0	13	2
0.405929	HARQ FD Txed	40	5	0	2	1	0	15	2
0.406071	DL DCI Rxed	40	6	0	2	1	0	12	2
0.406929	HARQ FD Txed	40	6	0	2	1	0	14	2
0.407071	DL DCI Rxed	40	7	0	2	1	0	11	2
0.407929	HARQ FD Txed	40	7	0	2	1	0	13	2
0.408071	DL DCI Rxed	40	8	0	2	1	0	15	2
0.408929	HARQ FD Txed	40	8	0	2	1	0	12	2
0.409071	DL DCI Rxed	40	9	0	2	1	0	14	2
0.409929	HARQ FD Txed	40	9	0	2	1	0	11	2
0.410071	DL DCI Rxed	41	0	0	2	1	0	13	2
0.410929	HARQ FD Txed	41	0	0	2	1	0	15	2
0.411071	DL DCI Rxed	41	1	0	2	1	0	12	2
0.411929	HARQ FD Txed	41	1	0	2	1	0	14	2
0.412071	DL DCI Rxed	41	2	0	2	1	0	11	2
0.412929	HARQ FD Txed	41	2	0	2	1	0	13	2
0.413071	DL DCI Rxed	41	3	0	2	1	0	15	2
0.413929	HARQ FD Txed	41	3	0	2	1	0	12	2
0.414071	DL DCI Rxed	41	4	0	2	1	0	14	2
0.414929	HARQ FD Txed	41	4	0	2	1	0	11	2
0.415071	DL DCI Rxed	41	5	0	2	1	0	13	2
0.415929	HARQ FD Txed	41	5	0	2	1	0	15	2
0.416071	DL DCI Rxed	41	6	0	2	1	0	12	2
0.416929	HARQ FD Txed	41	6	0	2	1	0	14	2
0.417071	DL DCI Rxed	41	7	0	2	1	0	11	2
0.417929	HARQ FD Txed	41	7	0	2	1	0	13	2
0.418071	DL DCI Rxed	41	8	0	2	1	0	15	2
0.418929	HARQ FD Txed	41	8	0	2	1	0	12	2
0.419071	DL DCI Rxed	41	9	0	2	1	0	14	2
0.419929	HARQ FD Txed	41	9	0	2	1	0	11	2
0.420071	DL DCI Rxed	42	0	0	2	1	0	13	2
0.420929	HARQ FD Txed	42	0	0	2	1	0	15	2
0.421071	DL DCI Rxed	42	1	0	2	1	0	12	2
0.421929	HARQ FD Txed	42	1	0	2	1	0	14	2
0.422071	DL DCI Rxed	42	2	0	2	1	0	11	2
0.422929	HARQ FD Txed	42	2	0	2	1	0	13	2
0.423071	DL DCI Rxed	42	3	0	2	1	0	15	2
0.423929	HARQ FD Txed	42	3	0	2	1	0	12	2
0.424071	DL DCI Rxed	42	4	0	2	1	0	14	2
0.424929	HARQ FD Txed	42	4	0	2	1	0	11	2
0.425071	DL DCI Rxed	42	5	0	2	1	0	13	2
0.425929	HARQ FD Txed	42	5	0	2	1	0	15	2
0.425929	HARQ FD Txed	42	5	0	2	1	0	15	2
0.426071	DL DCI Rxed	42	6	0	2	1	0	12	2
0.426929	HARQ FD Txed	42	6	0	2	1	0	14	2
0.426929	HARQ FD Txed	42	6	0	2	1	0	14	2
0.427071	DL DCI Rxed	42	7	0	2	1	0	11	2
0.427929	HARQ FD Txed	42	7	0	2	1	0	13	2
0.427929	HARQ FD Txed	42	7	0	2	1	0	13	2
0.428071	DL DCI Rxed	42	8	0	2	1	0	15	2
0.428929	HARQ FD Txed	42	8	0	2	1	0	12	2
0.428929	HARQ FD Txed	42	8	0	2	1	0	12	2
0.429071	DL DCI Rxed	42	9	0	2	1	0	14	2
0.429929	HARQ FD Txed	42	9	0	2	1	0	11	2
0.429929	HARQ FD Txed	42	9	0	2	1	0	11	2
0.430071	DL DCI Rxed	43	0	0	2	1	0	13	2
0.430929	HARQ FD Txed	43	0	0	2	1	0	15	2
0.431071	DL DCI Rxed	43	1	0	2	1	0	12	2
0.431929	HARQ FD Txed	43	1	0	2	1	0	14	2
0.432071	DL DCI Rxed	43	2	0	2	1	0	11	2
0.432929	HARQ FD Txed	43	2	0	2	1	0	13	2
0.433071	DL DCI Rxed	43	3	0	2	1	0	15	2
0.433929	HARQ FD Txed	43	3	0	2	1	0	12	2
0.434071	DL DCI Rxed	43	4	0	2	1	0	14	2
0.434929	HARQ FD Txed	43	4	0	2	1	0	11	2
0.435071	DL DCI Rxed	43	5	0	2	1	0	13	2
0.435929	HARQ FD Txed	43	5	0	2	1	0	15	2
0.436071	DL DCI Rxed	43	6	0	2	1	0	12	2
0.436929	HARQ FD Txed	43	6	0	2	1	0	14	2
0.437071	DL DCI Rxed	43	7	0	2	1	0	11	2
0.437929	HARQ FD Txed	43	7	0	2	1	0	13	2
0.438071	DL DCI Rxed	43	8	0	2	1	0	15	2
0.438929	HARQ FD Txed	43	8	0	2	1	0	12	2
0.439071	DL DCI Rxed	43	9	0	2	1	0	14	2
0.439929	HARQ FD Txed	43	9	0	2	1	0	11	2
0.440071	DL DCI Rxed	44	0	0	2	1	0	13	2
0.440929	HARQ FD Txed	44	0	0	2	1	0	15	2
0.441071	DL DCI Rxed	44	1	0	2	1	0	12	2
0.441929	HARQ FD Txed	44	1	0	2	1	0	14	2
0.442071	DL DCI Rxed	44	2	0	2	1	0	11	2
0.442929	HARQ FD Txed	44	2	0	2	1	0	13	2
0.443071	DL DCI Rxed	44	3	0	2	1	0	15	2
0.443929	HARQ FD Txed	44	3	0	2	1	0	12	2
0.444071	DL DCI Rxed	44	4	0	2	1	0	14	2
0.444929	HARQ FD Txed	44	4	0	2	1	0	11	2
0.445071	DL DCI Rxed	44	5	0	2	1	0	13	2
0.445929	HARQ FD Txed	44	5	0	2	1	0	15	2
0.445929	HARQ FD Txed	44	5	0	2	1	0	15	2
0.446071	DL DCI Rxed	44	6	0	2	1	0	12	2
0.446929	HARQ FD Txed	44	6	0	2	1	0	14	2
0.446929	HARQ FD Txed	44	6	0	2	1	0	14	2
0.447071	DL DCI Rxed	44	7	0	2	1	0	11	2
0.447929	HARQ FD Txed	44	7	0	2	1	0	13	2
0.447929	HARQ FD Txed	44	7	0	2	1	0	13	2
0.448071	DL DCI Rxed	44	8	0	2	1	0	15	2
0.448929	HARQ FD Txed	44	8	0	2	1	0	12	2
0.448929	HARQ FD Txed	44	8	0	2	1	0	12	2
0.449071	DL DCI Rxed	44	9	0	2	1	0	14	2
0.449929	HARQ FD Txed	44	9	0	2	1	0	11	2
0.449929	HARQ FD Txed	44	9	0	2	1	0	11	2
0.450071	DL DCI Rxed	45	0	0	2	1	0	13	2
0.450929	HARQ FD Txed	45	0	0	2	1	0	15	2
0.451071	DL DCI Rxed	45	1	0	2	1	0	12	2
0.451929	HARQ FD Txed	45	1	0	2	1	0	14	2
0.452071	DL DCI Rxed	45	2	0	2	1	0	11	2
0.452929	HARQ FD Txed	45	2	0	2	1	0	13	2
0.453071	DL DCI Rxed	45	3	0	2	1	0	15	2
0.453929	HARQ FD Txed	45	3	0	2	1	0	12	2
0.454071	DL DCI Rxed	45	4	0	2	1	0	14	2
0.454929	HARQ FD Txed	45	4	0	2	1	0	11	2
0.455071	DL DCI Rxed	45	5	0	2	1	0	13	2
0.455929	HARQ FD Txed	45	5	0	2	1	0	15	2
0.456071	DL DCI Rxed	45	6	0	2	1	0	12	2
0.456929	HARQ FD Txed	45	6	0	2	1	0	14	2
0.457071	DL DCI Rxed	45	7	0	2	1	0	11	2
0.457929	HARQ FD Txed	45	7	0	2	1	0	13	2
0.458071	DL DCI Rxed	45	8	0	2	1	0	15	2
0.458929	HARQ FD Txed	45	8	0	2	1	0	12	2
0.459071	DL DCI Rxed	45	9	0	2	1	0	14	2
0.459929	HARQ FD Txed	45	9	0	2	1	0	11	2
0.460071	DL DCI Rxed	46	0	0	2	1	0	13	2
0.460929	HARQ FD Txed	46	0	0	2	1	0	15	2
0.461071	DL DCI Rxed	46	1	0	2	1	0	12	2
0.461929	HARQ FD Txed	46	1	0	2	1	0	14	2
0.462071	DL DCI Rxed	46	2	0	2	1	0	11	2
0.462929	HARQ FD Txed	46	2	0	2	1	0	13	2
0.463071	DL DCI Rxed	46	3	0	2	1	0	15	2
0.463929	HARQ FD Txed	46	3	0	2	1	0	12	2
0.464071	DL DCI Rxed	46	4	0	2	1	0	14	2
0.464929	HARQ FD Txed	46	4	0	2	1	0	11	2
0.465071	DL DCI Rxed	46	5	0	2	1	0	13	2
0.465929	HARQ FD Txed	46	5	0	2	1	0	15	2
0.465929	HARQ FD Txed	46	5	0	2	1	0	15	2
0.466071	DL DCI Rxed	46	6	0	2	1	0	12	2
0.466929	HARQ FD Txed	46	6	0	2	1	0	14	2
0.466929	HARQ FD Txed	46	6	0	2	1	0	14	2
0.467071	DL DCI Rxed	46	7	0	2	1	0	11	2
0.467929	HARQ FD Txed	46	7	0	2	1	0	13	2
0.467929	HARQ FD Txed	46	7	0	2	1	0	13	2
0.468071	DL DCI Rxed	46	8	0	2	1	0	15	2
0.468929	HARQ FD Txed	46	8	0	2	1	0	12	2
0.468929	HARQ FD Txed	46	8	0	2	1	0	12	2
0.469071	DL DCI Rxed	46	9	0	2	1	0	14	2
0.469929	HARQ FD Txed	46	9	0	2	1	0	11	2
0.469929	HARQ FD Txed	46	9	0	2	1	0	11	2
0.470071	DL DCI Rxed	47	0	0	2	1	0	13	2
0.470929	HARQ FD Txed	47	0	0	2	1	0	15	2
0.471071	DL DCI Rxed	47	1	0	2	1	0	12	2
0.471929	HARQ FD Txed	47	1	0	2	1	0	14	2
0.472071	DL DCI Rxed	47	2	0	2	1	0	11	2
0.472929	HARQ FD Txed	47	2	0	2	1	0	13	2
0.473071	DL DCI Rxed	47	3	0	2	1	0	15	2
0.473929	HARQ FD Txed	47	3	0	2	1	0	12	2
0.474071	DL DCI Rxed	47	4	0	2	1	0	14	2
0.474929	HARQ FD Txed	47	4	0	2	1	0	11	2
0.475071	DL DCI Rxed	47	5	0	2	1	0	13	2
0.475929	HARQ FD Txed	47	5	0	2	1	0	15	2
0.476071	DL DCI Rxed	47	6	0	2	1	0	12	2
0.476929	HARQ FD Txed	47	6	0	2	1	0	14	2
0.477071	DL DCI Rxed	47	7	0	2	1	0	11	2
0.477929	HARQ FD Txed	47	7	0	2	1	0	13	2
0.478071	DL DCI Rxed	47	8	0	2	1	0	10	2
0.478929	HARQ FD Txed	47	8	0	2	1	0	12	2
0.479071	DL DCI Rxed	47	9	0	2	1	0	15	2
0.479929	HARQ FD Txed	47	9	0	2	1	0	11	2
0.480071	DL DCI Rxed	48	0	0	2	1	0	14	2
0.480929	HARQ FD Txed	48	0	0	2	1	0	10	2
0.480929	HARQ FD Txed	48	0	0	2	1	0	10	2
0.481071	DL DCI Rxed	48	1	0	2	1	0	13	2
0.481929	HARQ FD Txed	48	1	0	2	1	0	15	2
0.482071	DL DCI Rxed	48	2	0	2	1	0	12	2
0.482929	HARQ FD Txed	48	2	0	2	1	0	14	2
0.483071	DL DCI Rxed	48	3	0	2	1	0	11	2
0.483929	HARQ FD Txed	48	3	0	2	1	0	13	2
0.484071	DL DCI Rxed	48	4	0	2	1	0	10	2
0.484929	HARQ FD Txed	48	4	0	2	1	0	12	2
0.485071	DL DCI Rxed	48	5	0	2	1	0	15	2
0.485929	HARQ FD Txed	48	5	0	2	1	0	11	2
0.486071	DL DCI Rxed	48	6	0	2	1	0	14	2
0.486929	HARQ FD Txed	48	6	0	2	1	0	10	2
0.487071	DL DCI Rxed	48	7	0	2	1	0	13	2
0.487929	HARQ FD Txed	48	7	0	2	1	0	15	2
0.487929	HARQ FD Txed	48	7	0	2	1	0	15	2
0.488071	DL DCI Rxed	48	8	0	2	1	0	12	2
0.488929	HARQ FD Txed	48	8	0	2	1	0	14	2
0.488929	HARQ FD Txed	48	8	0	2	1	0	14	2
0.489071	DL DCI Rxed	48	9	0	2	1	0	10	2
0.489929	HARQ FD Txed	48	9	0	2	1	0	13	2
0.489929	HARQ FD Txed	48	9	0	2	1	0	13	2
0.490071	DL DCI Rxed	49	0	0	2	1	0	15	2
0.490929	HARQ FD Txed	49	0	0	2	1	0	12	2
0.490929	HARQ FD Txed	49	0	0	2	1	0	12	2
0.491071	DL DCI Rxed	49	1	0	2	1	0	14	2
0.491929	HARQ FD Txed	49	1	0	2	1	0	10	2
0.492071	DL DCI Rxed	49	2	0	2	1	0	13	2
0.492929	HARQ FD Txed	49	2	0	2	1	0	15	2
0.493071	DL DCI Rxed	49	3	0	2	1	0	12	2
0.493929	HARQ FD Txed	49	3	0	2	1	0	14	2
0.494071	DL DCI Rxed	49	4	0	2	1	0	10	2
0.494929	HARQ FD Txed	49	4	0	2	1	0	13	2
0.495071	DL DCI Rxed	49	5	0	2	1	0	15	2
0.495929	HARQ FD Txed	49	5	0	2	1	0	12	2
0.496071	DL DCI Rxed	49	6	0	2	1	0	14	2
0.496929	HARQ FD Txed	49	6	0	2	1	0	10	2
0.497071	DL DCI Rxed	49	7	0	2	1	0	13	2
0.497929	HARQ FD Txed	49	7	0	2	1	0	15	2
0.498071	DL DCI Rxed	49	8	0	2	1	0	12	2
0.498929	HARQ FD Txed	49	8	0	2	1	0	14	2
0.499071	DL DCI Rxed	49	9	0	2	1	0	11	2
0.499929	HARQ FD Txed	49	9	0	2	1	0	13	2
0.500071	DL DCI Rxed	50	0	0	2	1	0	15	2
0.500929	HARQ FD Txed	50	0	0	2	1	0	12	2
0.501071	DL DCI Rxed	50	1	0	2	1	0	14	2
0.501929	HARQ FD Txed	50	1	0	2	1	0	11	2
0.501929	HARQ FD Txed	50	1	0	2	1	0	11	2
0.502071	DL DCI Rxed	50	2	0	2	1	0	13	2
0.502929	HARQ FD Txed	50	2	0	2	1	0	15	2
0.503071	DL DCI Rxed	50	3	0	2	1	0	12	2
0.503929	HARQ FD Txed	50	3	0	2	1	0	14	2
0.504071	DL DCI Rxed	50	4	0	2	1	0	11	2
0.504929	HARQ FD Txed	50	4	0	2	1	0	13	2
0.505071	DL DCI Rxed	50	5	0	2	1	0	15	2
0.505929	HARQ FD Txed	50	5	0	2	1	0	12	2
0.506071	DL DCI Rxed	50	6	0	2	1	0	14	2
0.506929	HARQ FD Txed	50	6	0	2	1	0	11	2
0.507071	DL DCI Rxed	50	7	0	2	1	0	13	2
0.507929	HARQ FD Txed	50	7	0	2	1	0	15	2
0.507929	HARQ FD Txed	50	7	0	2	1	0	15	2
0.508071	DL DCI Rxed	50	8	0	2	1	0	12	2
0.508929	HARQ FD Txed	50	8	0	2	1	0	14	2
0.508929	HARQ FD Txed	50	8	0	2	1	0	14	2
0.509071	DL DCI Rxed	50	9	0	2	1	0	11	2
0.509929	HARQ FD Txed	50	9	0	2	1	0	13	2
0.509929	HARQ FD Txed	50	9	0	2	1	0	13	2
0.510071	DL DCI Rxed	51	0	0	2	1	0	15	2
0.510929	HARQ FD Txed	51	0	0	2	1	0	12	2
0.510929	HARQ FD Txed	51	0	0	2	1	0	12	2
0.511071	DL DCI Rxed	51	1	0	2	1	0	14	2
0.511929	HARQ FD Txed	51	1	0	2	1	0	11	2
0.512071	DL DCI Rxed	51	2	0	2	1	0	13	2
0.512929	HARQ FD Txed	51	2	0	2	1	0	15	2
0.513071	DL DCI Rxed	51	3	0	2	1	0	12	2
0.513929	HARQ FD Txed	51	3	0	2	1	0	14	2
0.514071	DL DCI Rxed	51	4	0	2	1	0	11	2
0.514929	HARQ FD Txed	51	4	0	2	1	0	13	2
0.515071	DL DCI Rxed	51	5	0	2	1	0	15	2
0.515929	HARQ FD Txed	51	5	0	2	1	0	12	2
0.516071	DL DCI Rxed	51	6	0	2	1	0	14	2
0.516929	HARQ FD Txed	51	6	0	2	1	0	11	2
0.517071	DL DCI Rxed	51	7	0	2	1	0	13	2
0.517929	HARQ FD Txed	51	7	0	2	1	0	15	2
0.518071	DL DCI Rxed	51	8	0	2	1	0	12	2
0.518929	HARQ FD Txed	51	8	0	2	1	0	14	2
0.519071	DL DCI Rxed	51	9	0	2	1	0	11	2
0.519929	HARQ FD Txed	51	9	0	2	1	0	13	2
0.520071	DL DCI Rxed	52	0	0	2	1	0	15	2
0.520929	HARQ FD Txed	52	0	0	2	1	0	12	2
0.521071	DL DCI Rxed	52	1	0	2	1	0	14	2
0.521929	HARQ FD Txed	52	1	0	2	1	0	11	2
0.521929	HARQ FD Txed	52	1	0	2	1	0	11	2
0.522071	DL DCI Rxed	52	2	0	2	1	0	13	2
0.522929	HARQ FD Txed	52	2	0	2	1	0	15	2
0.523071	DL DCI Rxed	52	3	0	2	1	0	12	2
0.523929	HARQ FD Txed	52	3	0	2	1	0	14	2
0.524071	DL DCI Rxed	52	4	0	2	1	0	11	2
0.524929	HARQ FD Txed	52	4	0	2	1	0	13	2
0.525071	DL DCI Rxed	52	5	0	2	1	0	15	2
0.525929	HARQ FD Txed	52	5	0	2	1	0	12	2
0.526071	DL DCI Rxed	52	6	0	2	1	0	14	2
0.526929	HARQ FD Txed	52	6	0	2	1	0	11	2
0.527071	DL DCI Rxed	52	7	0	2	1	0	13	2
0.527929	HARQ FD Txed	52	7	0	2	1	0	15	2
0.527929	HARQ FD Txed	52	7	0	2	1	0	15	2
0.528071	DL DCI Rxed	52	8	0	2	1	0	12	2
0.528929	HARQ FD Txed	52	8	0	2	1	0	14	2
0.528929	HARQ FD Txed	52	8	0	2	1	0	14	2
0.529071	DL DCI Rxed	52	9	0	2	1	0	11	2
0.529929	HARQ FD Txed	52	9	0	2	1	0	13	2
0.529929	HARQ FD Txed	52	9	0	2	1	0	13	2
0.530071	DL DCI Rxed	53	0	0	2	1	0	15	2
0.530929	HARQ FD Txed	53	0	0	2	1	0	12	2
0.530929	HARQ FD Txed	53	0	0	2	1	0	12	2
0.531071	DL DCI Rxed	53	1	0	2	1	0	14	2
0.531929	HARQ FD Txed	53	1	0	2	1	0	11	2
0.532071	DL DCI Rxed	53	2	0	2	1	0	13	2
0.532929	HARQ FD Txed	53	2	0	2	1	0	15	2
0.533071	DL DCI Rxed	53	3	0	2	1	0	12	2
0.533929	HARQ FD Txed	53	3	0	2	1	0	14	2
0.534071	DL DCI Rxed	53	4	0	2	1	0	11	2
0.534929	HARQ FD Txed	53	4	0	2	1	0	13	2
0.535071	DL DCI Rxed	53	5	0	2	1	0	15	2
0.535929	HARQ FD Txed	53	5	0	2	1	0	12	2
0.536071	DL DCI Rxed	53	6	0	2	1	0	14	2
0.536929	HARQ FD Txed	53	6	0	2	1	0	11	2
0.537071	DL DCI Rxed	53	7	0	2	1	0	13	2
0.537929	HARQ FD Txed	53	7	0	2	1	0	15	2
0.538071	DL DCI Rxed	53	8	0	2	1	0	12	2
0.538929	HARQ FD Txed	53	8	0	2	1	0	14	2
0.539071	DL DCI Rxed	53	9	0	2	1	0	11	2
0.539929	HARQ FD Txed	53	9	0	2	1	0	13	2
0.540071	DL DCI Rxed	54	0	0	2	1	0	15	2
0.540929	HARQ FD Txed	54	0	0	2	1	0	12	2
0.541071	DL DCI Rxed	54	1	0	2	1	0	14	2
0.541929	HARQ FD Txed	54	1	0	2	1	0	11	2
0.541929	HARQ FD Txed	54	1	0	2	1	0	11	2
0.542071	DL DCI Rxed	54	2	0	2	1	0	13	2
0.542929	HARQ FD Txed	54	2	0	2	1	0	15	2
0.543071	DL DCI Rxed	54	3	0	2	1	0	12	2
0.543929	HARQ FD Txed	54	3	0	2	1	0	14	2
0.544071	DL DCI Rxed	54	4	0	2	1	0	11	2
0.544929	HARQ FD Txed	54	4	0	2	1	0	13	2
0.545071	DL DCI Rxed	54	5	0	2	1	0	15	2
0.545929	HARQ FD Txed	54	5	0	2	1	0	12	2
0.546071	DL DCI Rxed	54	6	0	2	1	0	14	2
0.546929	HARQ FD Txed	54	6	0	2	1	0	11	2
0.547071	DL DCI Rxed	54	7	0	2	1	0	13	2
0.547929	HARQ FD Txed	54	7	0	2	1	0	15	2
0.547929	HARQ FD Txed	54	7	0	2	1	0	15	2
0.548071	DL DCI Rxed	54	8	0	2	1	0	12	2
0.548929	HARQ FD Txed	54	8	0	2	1	0	14	2
0.548929	HARQ FD Txed	54	8	0	2	1	0	14	2
0.549071	DL DCI Rxed	54	9	0	2	1	0	11	2
0.549929	HARQ FD Txed	54	9	0	2	1	0	13	2
0.549929	HARQ FD Txed	54	9	0	2	1	0	13	2
0.550071	DL DCI Rxed	55	0	0	2	1	0	15	2
0.550929	HARQ FD Txed	55	0	0	2	1	0	12	2
0.550929	HARQ FD Txed	55	0	0	2	1	0	12	2
0.551071	DL DCI Rxed	55	1	0	2	1	0	14	2
0.551929	HARQ FD Txed	55	1	0	2	1	0	11	2
0.552071	DL DCI Rxed	55	2	0	2	1	0	13	2
0.552929	HARQ FD Txed	55	2	0	2	1	0	15	2
0.553071	DL DCI Rxed	55	3	0	2	1	0	12	2
0.553929	HARQ FD Txed	55	3	0	2	1	0	14	2
0.554071	DL DCI Rxed	55	4	0	2	1	0	11	2
0.554929	HARQ FD Txed	55	4	0	2	1	0	13	2
0.555071	DL DCI Rxed	55	5	0	2	1	0	15	2
0.555929	HARQ FD Txed	55	5	0	2	1	0	12	2
0.556071	DL DCI Rxed	55	6	0	2	1	0	14	2
0.556929	HARQ FD Txed	55	6	0	2	1	0	11	2
0.557071	DL DCI Rxed	55	7	0	2	1	0	13	2
0.557929	HARQ FD Txed	55	7	0	2	1	0	15	2
0.558071	DL DCI Rxed	55	8	0	2	1	0	10	2
0.558929	HARQ FD Txed	55	8	0	2	1	0	14	2
0.559071	DL DCI Rxed	55	9	0	2	1	0	12	2
0.559929	HARQ FD Txed	55	9	0	2	1	0	13	2
0.560071	DL DCI Rxed	56	0	0	2	1	0	15	2
0.560929	HARQ FD Txed	56	0	0	2	1	0	10	2
0.560929	HARQ FD Txed	56	0	0	2	1	0	10	2
0.561071	DL DCI Rxed	56	1	0	2	1	0	14	2
0.561929	HARQ FD Txed	56	1	0	2	1	0	12	2
0.562071	DL DCI Rxed	56	2	0	2	1	0	13	2
0.562929	HARQ FD Txed	56	2	0	2	1	0	15	2
0.563071	DL DCI Rxed	56	3	0	2	1	0	10	2
0.563929	HARQ FD Txed	56	3	0	2	1	0	14	2
0.564071	DL DCI Rxed	56	4	0	2	1	0	12	2
0.564929	HARQ FD Txed	56	4	0	2	1	0	13	2
0.565071	DL DCI Rxed	56	5	0	2	1	0	15	2
0.565929	HARQ FD Txed	56	5	0	2	1	0	10	2
0.566071	DL DCI Rxed	56	6	0	2	1	0	14	2
0.566929	HARQ FD Txed	56	6	0	2	1	0	12	2
0.567071	DL DCI Rxed	56	7	0	2	1	0	13	2
0.567929	HARQ FD Txed	56	7	0	2	1	0	15	2
0.567929	HARQ FD Txed	56	7	0	2	1	0	15	2
0.568071	DL DCI Rxed	56	8	0	2	1	0	10	2
0.568929	HARQ FD Txed	56	8	0	2	1	0	14	2
0.568929	HARQ FD Txed	56	8	0	2	1	0	14	2
0.569071	DL DCI Rxed	56	9	0	2	1	0	12	2
0.569929	HARQ FD Txed	56	9	0	2	1	0	13	2
0.569929	HARQ FD Txed	56	9	0	2	1	0	13	2
0.570071	DL DCI Rxed	57	0	0	2	1	0	15	2
0.570929	HARQ FD Txed	57	0	0	2	1	0	10	2
0.571071	DL DCI Rxed	57	1	0	2	1	0	14	2
0.571929	HARQ FD Txed	57	1	0	2	1	0	12	2
0.571929	HARQ FD Txed	57	1	0	2	1	0	12	2
0.572071	DL DCI Rxed	57	2	0	2	1	0	13	2
0.572929	HARQ FD Txed	57	2	0	2	1	0	15	2
0.573071	DL DCI Rxed	57	3	0	2	1	0	10	2
0.573929	HARQ FD Txed	57	3	0	2	1	0	14	2
0.574071	DL DCI Rxed	57	4	0	2	1	0	12	2
0.574929	HARQ FD Txed	57	4	0	2	1	0	13	2
0.575071	DL DCI Rxed	57	5	0	2	1	0	15	2
0.575929	HARQ FD Txed	57	5	0	2	1	0	10	2
0.576071	DL DCI Rxed	57	6	0	2	1	0	14	2
0.576929	HARQ FD Txed	57	6	0	2	1	0	12	2
0.577071	DL DCI Rxed	57	7	0	2	1	0	13	2
0.577929	HARQ FD Txed	57	7	0	2	1	0	15	2
0.578071	DL DCI Rxed	57	8	0	2	1	0	11	2
0.578929	HARQ FD Txed	57	8	0	2	1	0	14	2
0.579071	DL DCI Rxed	57	9	0	2	1	0	12	2
0.579929	HARQ FD Txed	57	9	0	2	1	0	13	2
0.580071	DL DCI Rxed	58	0	0	2	1	0	15	2
0.580929	HARQ FD Txed	58	0	0	2	1	0	11	2
0.580929	HARQ FD Txed	58	0	0	2	1	0	11	2
0.581071	DL DCI Rxed	58	1	0	2	1	0	14	2
0.581929	HARQ FD Txed	58	1	0	2	1	0	12	2
0.582071	DL DCI Rxed	58	2	0	2	1	0	13	2
0.582929	HARQ FD Txed	58	2	0	2	1	0	15	2
0.583071	DL DCI Rxed	58	3	0	2	1	0	11	2
0.583929	HARQ FD Txed	58	3	0	2	1	0	14	2
0.584071	DL DCI Rxed	58	4	0	2	1	0	12	2
0.584929	HARQ FD Txed	58	4	0	2	1	0	13	2
0.585071	DL DCI Rxed	58	5	0	2	1	0	15	2
0.585929	HARQ FD Txed	58	5	0	2	1	0	11	2
0.586071	DL DCI Rxed	58	6	0	2	1	0	14	2
0.586929	HARQ FD Txed	58	6	0	2	1	0	12	2
0.587071	DL DCI Rxed	58	7	0	2	1	0	13	2
0.587929	HARQ FD Txed	58	7	0	2	1	0	15	2
0.587929	HARQ FD Txed	58	7	0	2	1	0	15	2
0.588071	DL DCI Rxed	58	8	0	2	1	0	11	2
0.588929	HARQ FD Txed	58	8	0	2	1	0	14	2
0.588929	HARQ FD Txed	58	8	0	2	1	0	14	2
0.589071	DL DCI Rxed	58	9	0	2	1	0	12	2
0.589929	HARQ FD Txed	58	9	0	2	1	0	13	2
0.589929	HARQ FD Txed	58	9	0	2	1	0	13	2
0.590071	DL DCI Rxed	59	0	0	2	1	0	15	2
0.590929	HARQ FD Txed	59	0	0	2	1	0	11	2
0.591071	DL DCI Rxed	59	1	0	2	1	0	14	2
0.591929	HARQ FD Txed	59	1	0	2	1	0	12	2
0.591929	HARQ FD Txed	59	1	0	2	1	0	12	2
0.592071	DL DCI Rxed	59	2	0	2	1	0	13	2
0.592929	HARQ FD Txed	59	2	0	2	1	0	15	2
0.593071	DL DCI Rxed	59	3	0	2	1	0	11	2
0.593929	HARQ FD Txed	59	3	0	2	1	0	14	2
0.594071	DL DCI Rxed	59	4	0	2	1	0	12	2
0.594929	HARQ FD Txed	59	4	0	2	1	0	13	2
0.595071	DL DCI Rxed	59	5	0	2	1	0	15	2
0.595929	HARQ FD Txed	59	5	0	2	1	0	11	2
0.596071	DL DCI Rxed	59	6	0	2	1	0	14	2
0.596929	HARQ FD Txed	59	6	0	2	1	0	12	2
0.597071	DL DCI Rxed	59	7	0	2	1	0	13	2
0.597929	HARQ FD Txed	59	7	0	2	1	0	15	2
0.598071	DL DCI Rxed	59	8	0	2	1	0	11	2
0.598929	HARQ FD Txed	59	8	0	2	1	0	14	2
0.599071	DL DCI Rxed	59	9	0	2	1	0	12	2
0.599929	HARQ FD Txed	59	9	0	2	1	0	13	2
0.600071	DL DCI Rxed	60	0	0	2	1	0	15	2
0.600929	HARQ FD Txed	60	0	0	2	1	0	11	2
0.600929	HARQ FD Txed	60	0	0	2	1	0	11	2
0.601071	DL DCI Rxed	60	1	0	2	1	0	14	2
0.601929	HARQ FD Txed	60	1	0	2	1	0	12	2
0.602071	DL DCI Rxed	60	2	0	2	1	0	13	2
0.602929	HARQ FD Txed	60	2	0	2	1	0	15	2
0.603071	DL DCI Rxed	60	3	0	2	1	0	11	2
0.603929	HARQ FD Txed	60	3	0	2	1	0	14	2
0.604071	DL DCI Rxed	60	4	0	2	1	0	12	2
0.604929	HARQ FD Txed	60	4	0	2	1	0	13	2
0.605071	DL DCI Rxed	60	5	0	2	1	0	15	2
0.605929	HARQ FD Txed	60	5	0	2	1	0	11	2
